OOut_l_0.01_g_0.995_p_MlpPolicy
Step,Point,Load_Mult,Reg Changed,Tap Changed,Reward,Regulator States,Time,creg1a,creg2a,creg3a,creg3c,creg4a,creg4b,creg4c,
259,1,0.3599999999999999,creg3a,-3,-375.3851296030757,,103.6,-2,11,-3,7,-4,-15,4,
260,1,0.3599999999999999,creg2a,-4,-358.8229163308984,,104.0,-2,-4,-3,7,-4,-15,4,
261,1,0.3599999999999999,creg3a,-4,-351.3202632765384,,104.4,-2,-4,-4,7,-4,-15,4,
262,1,0.3599999999999999,creg2a,-7,-392.8066523027952,,104.8,-2,-7,-4,7,-4,-15,4,
263,1,0.3599999999999999,creg3a,-4,-391.3066523027952,,105.2,-2,-7,-4,7,-4,-15,4,
264,1,0.3599999999999999,creg4c,6,-392.428246757092,,105.6,-2,-7,-4,7,-4,-15,6,
265,1,0.3599999999999999,creg1a,12,-2019.9218161135975,,106.0,12,-7,-4,7,-4,-15,6,
266,1,0.3599999999999999,creg3c,15,-2016.949584988723,,106.4,12,-7,-4,15,-4,-15,6,
267,1,0.3599999999999999,creg2a,-12,-2015.4305543019318,,106.8,12,-12,-4,15,-4,-15,6,
268,1,0.3599999999999999,creg2a,-1,-2058.474665707223,,107.2,12,-1,-4,15,-4,-15,6,
269,1,0.3599999999999999,creg3c,1,-2059.927194043357,,107.6,12,-1,-4,1,-4,-15,6,
270,1,0.3599999999999999,creg1a,7,-674.7055626856207,,108.0,7,-1,-4,1,-4,-15,6,
271,1,0.3599999999999999,creg3a,7,-717.7455840935003,,108.4,7,-1,7,1,-4,-15,6,
272,1,0.3599999999999999,creg2a,-8,-715.7178570661905,,108.8,7,-8,7,1,-4,-15,6,
273,1,0.3599999999999999,creg3a,6,-712.2124455538451,,109.2,7,-8,6,1,-4,-15,6,
274,1,0.3599999999999999,creg3c,-4,-714.7129848326726,,109.6,7,-8,6,-4,-4,-15,6,
275,1,0.3599999999999999,creg3c,-9,-714.7135511060195,,110.0,7,-8,6,-9,-4,-15,6,
276,1,0.3599999999999999,creg2a,5,-758.76849704953,,110.4,7,5,6,-9,-4,-15,6,
277,1,0.3599999999999999,creg1a,-13,-2609.456538278412,,110.8,-13,5,6,-9,-4,-15,6,
278,1,0.3599999999999999,creg2a,-8,-2605.9017286220474,,111.2,-13,-8,6,-9,-4,-15,6,
279,1,0.3599999999999999,creg1a,7,-722.2135511060195,,111.6,7,-8,6,-9,-4,-15,6,
280,1,0.3599999999999999,creg1a,-3,-736.347965339534,,112.0,-3,-8,6,-9,-4,-15,6,
281,1,0.3599999999999999,creg4a,16,-822.9643159472781,,112.4,-3,-8,6,-9,16,-15,6,
282,1,0.3599999999999999,creg4b,8,-515.9511601542105,,112.8,-3,-8,6,-9,16,8,6,
283,1,0.3599999999999999,creg4b,4,-506.1585178367931,,113.2,-3,-8,6,-9,16,4,6,
284,1,0.3599999999999999,creg1a,7,-1130.8925172021945,,113.6,7,-8,6,-9,16,4,6,
285,1,0.3599999999999999,creg4a,-16,-1138.8358959017644,,114.0,7,-8,6,-9,-16,4,6,
286,1,0.3599999999999999,creg4b,-10,-818.7530590238981,,114.4,7,-8,6,-9,-16,-10,6,
287,1,0.3599999999999999,creg4a,-10,-425.18755158191505,,114.8,7,-8,6,-9,-10,-10,6,
288,1,0.3599999999999999,creg3c,2,-427.6864036777186,,115.2,7,-8,6,2,-10,-10,6,
289,1,0.3599999999999999,creg4c,-10,-69.06418904335447,,115.6,7,-8,6,2,-10,-10,-10,
290,1,0.3599999999999999,creg3a,-16,-71.98575854518114,,116.0,7,-8,-16,2,-10,-10,-10,
291,1,0.3599999999999999,creg4a,7,-460.8921365206975,,116.4,7,-8,-16,2,7,-10,-10,
292,1,0.3599999999999999,creg4a,10,-454.3338871596702,,116.8,7,-8,-16,2,10,-10,-10,
293,1,0.3599999999999999,creg3c,16,-509.8818739748741,,117.2,7,-8,-16,16,10,-10,-10,
294,1,0.3599999999999999,creg4c,7,-872.4926193572788,,117.6,7,-8,-16,16,10,-10,7,
295,1,0.3599999999999999,creg3c,9,-867.4681796973452,,118.0,7,-8,-16,9,10,-10,7,
296,1,0.3599999999999999,creg3c,8,-863.9647922111596,,118.4,7,-8,-16,8,10,-10,7,
297,1,0.3599999999999999,creg4c,8,-864.0724245747078,,118.8,7,-8,-16,8,10,-10,8,
298,1,0.3599999999999999,creg4b,7,-1183.9202027948022,,119.2,7,-8,-16,8,10,7,8,
299,1,0.3599999999999999,creg4b,-16,-1185.2605447164801,,119.6,7,-8,-16,8,10,-16,8,
300,1,0.3599999999999999,creg4a,2,-1116.710491390622,,120.0,7,-8,-16,8,2,-16,8,
301,1,0.3599999999999999,creg4b,-11,-765.4786607993756,,120.4,7,-8,-16,8,2,-11,8,
302,1,0.3599999999999999,creg3a,-2,-730.0223875073596,,120.8,7,-8,-2,8,2,-11,8,
303,1,0.3599999999999999,creg3a,6,-757.0515212345455,,121.2,7,-8,6,8,2,-11,8,
304,1,0.3599999999999999,creg4c,14,-766.7744677367295,,121.6,7,-8,6,8,2,-11,14,
305,1,0.3599999999999999,creg3a,7,-763.7797052982885,,122.0,7,-8,7,8,2,-11,14,
306,1,0.3599999999999999,creg3c,13,-776.2966833292512,,122.4,7,-8,7,13,2,-11,14,
307,1,0.3599999999999999,creg2a,-12,-795.7819932109438,,122.8,7,-12,7,13,2,-11,14,
308,1,0.3599999999999999,creg4c,-8,-372.84357231337924,,123.2,7,-12,7,13,2,-11,-8,
309,1,0.3599999999999999,creg1a,-11,-2688.8185999682028,,123.6,-11,-12,7,13,2,-11,-8,
310,1,0.3599999999999999,creg1a,15,-2076.276031314157,,124.0,15,-12,7,13,2,-11,-8,
311,1,0.3599999999999999,creg4c,16,-2437.9436984632553,,124.4,15,-12,7,13,2,-11,16,
312,1,0.3599999999999999,creg3c,-2,-2433.3898997488354,,124.8,15,-12,7,-2,2,-11,16,
313,1,0.3599999999999999,creg3c,12,-2432.9399177362443,,125.2,15,-12,7,12,2,-11,16,
314,1,0.3599999999999999,creg4a,7,-2429.1464150313614,,125.6,15,-12,7,12,7,-11,16,
315,1,0.3599999999999999,creg4b,-3,-2741.2350670774554,,126.0,15,-12,7,12,7,-3,16,
316,1,0.3599999999999999,creg4a,7,-2737.2350670774554,,126.4,15,-12,7,12,7,-3,16,
317,1,0.3599999999999999,creg4a,-3,-2740.888988614835,,126.8,15,-12,7,12,-3,-3,16,
318,1,0.3599999999999999,creg4b,-4,-2735.793520604934,,127.2,15,-12,7,12,-3,-4,16,
319,1,0.3599999999999999,creg4c,-3,-2743.0605506555335,,127.6,15,-12,7,12,-3,-4,-3,
320,1,0.3599999999999999,creg4a,-6,-2384.7262086242226,,128.0,15,-12,7,12,-6,-4,-3,
321,1,0.3599999999999999,creg2a,-1,-2428.7774142973512,,128.4,15,-1,7,12,-6,-4,-3,
322,1,0.3599999999999999,creg3a,-10,-2391.6963642667465,,128.8,15,-1,-10,12,-6,-4,-3,
323,1,0.3599999999999999,creg3a,-14,-2385.185726558195,,129.2,15,-1,-14,12,-6,-4,-3,
324,1,0.3599999999999999,creg3a,14,-2437.3202960226054,,129.6,15,-1,14,12,-6,-4,-3,
325,1,0.3599999999999999,creg4c,10,-2431.2512247204913,,130.0,15,-1,14,12,-6,-4,10,
326,1,0.3599999999999999,creg3c,9,-2426.2408206110226,,130.4,15,-1,14,9,-6,-4,10,
327,1,0.3599999999999999,creg4c,13,-2426.6317831885863,,130.8,15,-1,14,9,-6,-4,13,
328,1,0.3599999999999999,creg3c,-6,-2382.5845189288525,,131.2,15,-1,14,-6,-6,-4,13,
329,1,0.3599999999999999,creg2a,-2,-2375.079404976595,,131.6,15,-2,14,-6,-6,-4,13,
330,1,0.3599999999999999,creg2a,-6,-2337.0598209214195,,132.0,15,-6,14,-6,-6,-4,13,
331,1,0.3599999999999999,creg3a,8,-2338.0243230028427,,132.4,15,-6,8,-6,-6,-4,13,
332,1,0.3599999999999999,creg2a,-9,-2336.5121295061294,,132.8,15,-9,8,-6,-6,-4,13,
333,1,0.3599999999999999,creg4b,12,-2324.881614519135,,133.2,15,-9,8,-6,-6,12,13,
334,1,0.3599999999999999,creg4c,-8,-1945.29717405238,,133.6,15,-9,8,-6,-6,12,-8,
335,1,0.3599999999999999,creg4c,-3,-2307.6727986346123,,134.0,15,-9,8,-6,-6,12,-3,
336,1,0.3599999999999999,creg1a,-3,-821.7548344774912,,134.4,-3,-9,8,-6,-6,12,-3,
337,1,0.3599999999999999,creg4a,-16,-816.6633123276722,,134.8,-3,-9,8,-6,-16,12,-3,
338,1,0.3599999999999999,creg3a,0,-811.6633123276722,,135.2,-3,-9,8,-6,-16,12,-3,
339,1,0.3599999999999999,creg3a,16,-855.6922068175098,,135.6,-3,-9,16,-6,-16,12,-3,
340,1,0.3599999999999999,creg1a,0,-851.6922068175098,,136.0,-3,-9,16,-6,-16,12,-3,
341,1,0.3599999999999999,creg3c,-2,-803.6994710736119,,136.4,-3,-9,16,-2,-16,12,-3,
342,1,0.3599999999999999,creg2a,-4,-804.2243690131452,,136.8,-3,-4,16,-2,-16,12,-3,
343,1,0.3599999999999999,creg4c,-5,-1012.6233003532576,,137.2,-3,-4,16,-2,-16,12,-5,
344,1,0.3599999999999999,creg4c,16,-1173.5806074660636,,137.6,-3,-4,16,-2,-16,12,16,
345,1,0.3599999999999999,creg4b,10,-893.8727060806639,,138.0,-3,-4,16,-2,-16,10,16,
346,1,0.3599999999999999,creg4c,-3,-581.0030505456795,,138.4,-3,-4,16,-2,-16,10,-3,
347,1,0.3599999999999999,creg1a,7,-767.9118689079561,,138.8,7,-4,16,-2,-16,10,-3,
348,1,0.3599999999999999,creg2a,-9,-765.3900804606156,,139.2,7,-9,16,-2,-16,10,-3,
349,1,0.3599999999999999,creg4a,-14,-764.1056978058564,,139.6,7,-9,16,-2,-14,10,-3,
350,1,0.3599999999999999,creg3a,10,-766.0686821493092,,140.0,7,-9,10,-2,-14,10,-3,
351,1,0.3599999999999999,creg2a,-16,-806.5364998000636,,140.4,7,-16,10,-2,-14,10,-3,
352,1,0.3599999999999999,creg4a,-7,-416.91255120913695,,140.8,7,-16,10,-2,-7,10,-3,
353,1,0.3599999999999999,creg4b,5,-415.307425755627,,141.2,7,-16,10,-2,-7,5,-3,
354,1,0.3599999999999999,creg3c,9,-468.327205859898,,141.6,7,-16,10,9,-7,5,-3,
355,1,0.3599999999999999,creg4b,4,-462.7139477561051,,142.0,7,-16,10,9,-7,4,-3,
356,1,0.3599999999999999,creg1a,-5,-737.6783603118525,,142.4,-5,-16,10,9,-7,4,-3,
357,1,0.3599999999999999,creg2a,15,-717.3191946795367,,142.8,-5,15,10,9,-7,4,-3,
358,1,0.3599999999999999,creg3c,1,-705.8200423208143,,143.2,-5,15,10,1,-7,4,-3,
359,1,0.3599999999999999,creg3c,-12,-748.2841125629926,,143.6,-5,15,10,-12,-7,4,-3,
360,1,0.3599999999999999,creg1a,10,-1720.6666476994856,,144.0,10,15,10,-12,-7,4,-3,
361,1,0.3599999999999999,creg4a,-7,-1713.1666476994856,,144.4,10,15,10,-12,-7,4,-3,
362,1,0.3599999999999999,creg2a,1,-1720.0861088895474,,144.8,10,1,10,-12,-7,4,-3,
363,1,0.3599999999999999,creg4c,3,-2076.5953997271295,,145.2,10,1,10,-12,-7,4,3,
364,1,0.3599999999999999,creg3c,6,-2132.6138604986827,,145.6,10,1,10,6,-7,4,3,
365,1,0.3599999999999999,creg3a,-6,-2111.5401401721438,,146.0,10,1,-6,6,-7,4,3,
366,1,0.3599999999999999,creg4a,-7,-2103.5401401721438,,146.4,10,1,-6,6,-7,4,3,
367,1,0.3599999999999999,creg4b,-5,-1837.1576641914253,,146.8,10,1,-6,6,-7,-5,3,
368,1,0.3599999999999999,creg1a,11,-2032.8374771548004,,147.2,11,1,-6,6,-7,-5,3,
369,1,0.3599999999999999,creg4b,-7,-2033.6995060361098,,147.6,11,1,-6,6,-7,-7,3,
370,1,0.3599999999999999,creg2a,-14,-2000.1362363532007,,148.0,11,-14,-6,6,-7,-7,3,
371,1,0.3599999999999999,creg4b,-10,-1993.9474512851014,,148.4,11,-14,-6,6,-7,-10,3,
372,1,0.3599999999999999,creg1a,-15,-2781.572482179709,,148.8,-15,-14,-6,6,-7,-10,3,
373,1,0.3599999999999999,creg1a,-8,-2323.8912649152776,,149.2,-8,-14,-6,6,-7,-10,3,
374,1,0.3599999999999999,creg4c,14,-2326.6020305498605,,149.6,-8,-14,-6,6,-7,-10,14,
375,1,0.3599999999999999,creg3a,-10,-2323.082631709586,,150.0,-8,-14,-10,6,-7,-10,14,
376,1,0.3599999999999999,creg4a,-1,-2324.726537696379,,150.4,-8,-14,-10,6,-1,-10,14,
377,1,0.3599999999999999,creg3a,-3,-2325.2615425447207,,150.8,-8,-14,-3,6,-1,-10,14,
378,1,0.3599999999999999,creg4b,-12,-2322.619674292641,,151.2,-8,-14,-3,6,-1,-12,14,
379,1,0.3599999999999999,creg4b,-4,-2326.2265568878947,,151.6,-8,-14,-3,6,-1,-4,14,
380,1,0.3599999999999999,creg1a,11,-2404.046316044581,,152.0,11,-14,-3,6,-1,-4,14,
381,1,0.3599999999999999,creg4c,7,-2417.1942263274404,,152.4,11,-14,-3,6,-1,-4,7,
382,1,0.3599999999999999,creg4b,12,-2643.460489939334,,152.8,11,-14,-3,6,-1,12,7,
383,1,0.3599999999999999,creg4b,6,-2657.7230697781138,,153.2,11,-14,-3,6,-1,6,7,
384,1,0.3599999999999999,creg3c,8,-2655.729379713006,,153.6,11,-14,-3,8,-1,6,7,
385,1,0.3599999999999999,creg4b,-15,-2393.5874905330734,,154.0,11,-14,-3,8,-1,-15,7,
386,1,0.3599999999999999,creg4b,-12,-2384.728623668914,,154.4,11,-14,-3,8,-1,-12,7,
387,1,0.3599999999999999,creg2a,1,-2430.788608168278,,154.8,11,1,-3,8,-1,-12,7,
388,1,0.3599999999999999,creg4a,-14,-2039.0181564861614,,155.2,11,1,-3,8,-14,-12,7,
389,1,0.3599999999999999,creg1a,10,-1812.3492852424831,,155.6,10,1,-3,8,-14,-12,7,
390,1,0.3599999999999999,creg4b,5,-2042.295217921043,,156.0,10,1,-3,8,-14,5,7,
391,1,0.3599999999999999,creg3c,-2,-1988.7700039202682,,156.4,10,1,-3,-2,-14,5,7,
392,1,0.3599999999999999,creg3c,10,-2039.8011178848124,,156.8,10,1,-3,10,-14,5,7,
393,1,0.3599999999999999,creg3c,2,-2037.7780702373695,,157.2,10,1,-3,2,-14,5,7,
394,1,0.3599999999999999,creg1a,1,-746.7693731003347,,157.6,1,1,-3,2,-14,5,7,
395,1,0.3599999999999999,creg4a,-10,-654.6790180602801,,158.0,1,1,-3,2,-10,5,7,
396,1,0.3599999999999999,creg2a,-13,-699.6171391269171,,158.4,1,-13,-3,2,-10,5,7,
397,1,0.3599999999999999,creg4a,-3,-256.59939073179356,,158.8,1,-13,-3,2,-3,5,7,
398,1,0.3599999999999999,creg4c,4,-84.40948577190083,,159.2,1,-13,-3,2,-3,5,4,
399,1,0.3599999999999999,creg4c,15,-429.39306239576007,,159.6,1,-13,-3,2,-3,5,15,
400,1,0.3599999999999999,creg4b,14,-739.3644566983533,,160.0,1,-13,-3,2,-3,14,15,
401,1,0.3599999999999999,creg4c,11,-736.4669803113776,,160.4,1,-13,-3,2,-3,14,11,
402,1,0.3599999999999999,creg4a,-14,-1129.1029863143006,,160.8,1,-13,-3,2,-14,14,11,
403,1,0.3599999999999999,creg1a,13,-2312.0227595915017,,161.2,13,-13,-3,2,-14,14,11,
404,1,0.3599999999999999,creg3c,-5,-2259.506799455181,,161.6,13,-13,-3,-5,-14,14,11,
405,1,0.3599999999999999,creg3a,-14,-2261.4767681077747,,162.0,13,-13,-14,-5,-14,14,11,
406,1,0.3599999999999999,creg3c,-7,-2256.9769879734745,,162.4,13,-13,-14,-7,-14,14,11,
407,1,0.3599999999999999,creg4a,13,-2662.1763116057696,,162.8,13,-13,-14,-7,13,14,11,
408,1,0.3599999999999999,creg4c,-6,-2295.6858224806188,,163.2,13,-13,-14,-7,13,14,-6,
409,1,0.3599999999999999,creg4b,4,-2290.920305694667,,163.6,13,-13,-14,-7,13,4,-6,
410,1,0.3599999999999999,creg1a,13,-2285.920305694667,,164.0,13,-13,-14,-7,13,4,-6,
411,1,0.3599999999999999,creg3c,5,-2341.9469015719997,,164.4,13,-13,-14,5,13,4,-6,
412,1,0.3599999999999999,creg4c,-15,-2340.122694222822,,164.8,13,-13,-14,5,13,4,-15,
413,1,0.3599999999999999,creg3a,1,-2383.1771049665094,,165.2,13,-13,1,5,13,4,-15,
414,1,0.3599999999999999,creg1a,-2,-820.2484919237975,,165.6,-2,-13,1,5,13,4,-15,
415,1,0.3599999999999999,creg4a,14,-812.8945956560996,,166.0,-2,-13,1,5,14,4,-15,
416,1,0.3599999999999999,creg4c,1,-461.755120060306,,166.4,-2,-13,1,5,14,4,1,
417,1,0.3599999999999999,creg2a,6,-423.3397429021905,,166.8,-2,6,1,5,14,4,1,
418,1,0.3599999999999999,creg2a,-8,-460.7789672356731,,167.2,-2,-8,1,5,14,4,1,
419,1,0.3599999999999999,creg2a,7,-421.3440776877759,,167.6,-2,7,1,5,14,4,1,
420,1,0.3599999999999999,creg4c,-6,-777.0614943210593,,168.0,-2,7,1,5,14,4,-6,
421,1,0.3599999999999999,creg3a,13,-819.5970905511516,,168.4,-2,7,13,5,14,4,-6,
422,1,0.3599999999999999,creg2a,-8,-861.0308406893399,,168.8,-2,-8,13,5,14,4,-6,
423,1,0.3599999999999999,creg3c,-15,-913.4929232672829,,169.2,-2,-8,13,-15,14,4,-6,
424,1,0.3599999999999999,creg2a,14,-914.5933158214586,,169.6,-2,14,13,-15,14,4,-6,
425,1,0.3599999999999999,creg1a,9,-1690.834142063808,,170.0,9,14,13,-15,14,4,-6,
426,1,0.3599999999999999,creg4c,-1,-1748.0590652864878,,170.4,9,14,13,-15,14,4,-1,
427,1,0.3599999999999999,creg4c,14,-2074.509413128601,,170.8,9,14,13,-15,14,4,14,
428,1,0.3599999999999999,creg1a,3,-988.665758770017,,171.2,3,14,13,-15,14,4,14,
429,1,0.3599999999999999,creg3a,16,-987.1832953688711,,171.6,3,14,16,-15,14,4,14,
430,1,0.3599999999999999,creg4c,11,-1046.8714449191723,,172.0,3,14,16,-15,14,4,11,
431,1,0.3599999999999999,creg3a,-7,-1006.781019926294,,172.4,3,14,-7,-15,14,4,11,
432,1,0.3599999999999999,creg4a,-12,-946.116779540194,,172.8,3,14,-7,-15,-12,4,11,
433,1,0.3599999999999999,creg3a,7,-940.154647693994,,173.2,3,14,7,-15,-12,4,11,
434,1,0.3599999999999999,creg1a,6,-1105.1941880628383,,173.6,6,14,7,-15,-12,4,11,
435,1,0.3599999999999999,creg4b,-6,-737.9017271921091,,174.0,6,14,7,-15,-12,-6,11,
436,1,0.3599999999999999,creg4b,-2,-735.1620008557836,,174.4,6,14,7,-15,-12,-2,11,
437,1,0.3599999999999999,creg4c,9,-733.942586911535,,174.8,6,14,7,-15,-12,-2,9,
438,1,0.3599999999999999,creg3c,-15,-732.942586911535,,175.2,6,14,7,-15,-12,-2,9,
439,1,0.3599999999999999,creg2a,-9,-704.3334897939162,,175.6,6,-9,7,-15,-12,-2,9,
440,1,0.3599999999999999,creg3c,14,-707.3732965333448,,176.0,6,-9,7,14,-12,-2,9,
441,1,0.3599999999999999,creg2a,8,-741.4493817559533,,176.4,6,8,7,14,-12,-2,9,
442,1,0.3599999999999999,creg2a,-13,-743.3569185842238,,176.8,6,-13,7,14,-12,-2,9,
443,1,0.3599999999999999,creg4a,-16,-904.4564298707601,,177.2,6,-13,7,14,-16,-2,9,
444,1,0.3599999999999999,creg1a,0,-902.4564298707601,,177.6,6,-13,7,14,-16,-2,9,
445,1,0.3599999999999999,creg3c,-4,-861.4238880052928,,178.0,6,-13,7,-4,-16,-2,9,
446,1,0.3599999999999999,creg3c,1,-854.9233479814652,,178.4,6,-13,7,1,-16,-2,9,
447,1,0.3599999999999999,creg2a,2,-819.9841768661404,,178.8,6,2,7,1,-16,-2,9,
448,1,0.3599999999999999,creg4b,2,-1124.8021110759998,,179.2,6,2,7,1,-16,2,9,
449,1,0.3599999999999999,creg4b,-6,-816.2241640028539,,179.6,6,2,7,1,-16,-6,9,
450,1,0.3599999999999999,creg3a,-6,-778.6820632967874,,180.0,6,2,-6,1,-16,-6,9,
451,1,0.3599999999999999,creg2a,-15,-820.6133041798363,,180.4,6,-15,-6,1,-16,-6,9,
452,1,0.3599999999999999,creg4c,-12,-461.09300643837406,,180.8,6,-15,-6,1,-16,-6,-12,
453,1,0.3599999999999999,creg3c,15,-507.6303223965873,,181.2,6,-15,-6,15,-16,-6,-12,
454,1,0.3599999999999999,creg3c,14,-500.6270067202174,,181.6,6,-15,-6,14,-16,-6,-12,
455,1,0.3599999999999999,creg3a,-10,-502.61633300531633,,182.0,6,-15,-10,14,-16,-6,-12,
456,1,0.3599999999999999,creg3a,-4,-503.6323507060073,,182.4,6,-15,-4,14,-16,-6,-12,
457,1,0.3599999999999999,creg3a,-4,-500.6323507060073,,182.8,6,-15,-4,14,-16,-6,-12,
458,1,0.3599999999999999,creg4a,-3,-118.06154039320549,,183.2,6,-15,-4,14,-3,-6,-12,
459,1,0.3599999999999999,creg2a,8,-123.16657010277905,,183.6,6,8,-4,14,-3,-6,-12,
460,1,0.3599999999999999,creg3c,6,-115.64005363501792,,184.0,6,8,-4,6,-3,-6,-12,
461,1,0.3599999999999999,creg2a,-13,-122.04475574261448,,184.4,6,-13,-4,6,-3,-6,-12,
462,1,0.3599999999999999,creg3c,5,-111.54154469784879,,184.8,6,-13,-4,5,-3,-6,-12,
463,1,0.3599999999999999,creg4b,-7,-111.4728831044471,,185.2,6,-13,-4,5,-3,-7,-12,
464,1,0.3599999999999999,creg4b,-7,-111.4728831044471,,185.6,6,-13,-4,5,-3,-7,-12,
465,1,0.3599999999999999,creg2a,0,-111.4728831044471,,186.0,6,-13,-4,5,-3,-7,-12,
466,1,0.3599999999999999,creg3a,4,-155.4949751667086,,186.4,6,-13,4,5,-3,-7,-12,
467,1,0.3599999999999999,creg4c,-5,-155.29735430957112,,186.8,6,-13,4,5,-3,-7,-5,
468,1,0.3599999999999999,creg2a,14,-165.42428989393193,,187.2,6,14,4,5,-3,-7,-5,
469,1,0.3599999999999999,creg4a,-8,-134.16301082036173,,187.6,6,14,4,5,-8,-7,-5,
470,1,0.3599999999999999,creg4b,8,-430.55744841609123,,188.0,6,14,4,5,-8,8,-5,
471,1,0.3599999999999999,creg3c,11,-426.0750837307474,,188.4,6,14,4,11,-8,8,-5,
472,1,0.3599999999999999,creg3a,-9,-429.53791593969856,,188.8,6,14,-9,11,-8,8,-5,
473,1,0.3599999999999999,creg1a,-2,-526.1991508610728,,189.2,-2,14,-9,11,-8,8,-5,
474,1,0.3599999999999999,creg2a,8,-475.1693828524257,,189.6,-2,8,-9,11,-8,8,-5,
475,1,0.3599999999999999,creg1a,-2,-472.1693828524257,,190.0,-2,8,-9,11,-8,8,-5,
476,1,0.3599999999999999,creg1a,15,-2352.88840373355,,190.4,15,8,-9,11,-8,8,-5,
477,1,0.3599999999999999,creg4c,10,-2353.428487024069,,190.8,15,8,-9,11,-8,8,10,
478,1,0.3599999999999999,creg3c,-14,-2308.3784562934684,,191.2,15,8,-9,-14,-8,8,10,
479,1,0.3599999999999999,creg1a,-2,-691.449274987533,,191.6,-2,8,-9,-14,-8,8,10,
480,1,0.3599999999999999,creg1a,-2,-682.949274987533,,192.0,-2,8,-9,-14,-8,8,10,
481,1,0.3599999999999999,creg1a,-2,-682.949274987533,,192.4,-2,8,-9,-14,-8,8,10,
482,1,0.3599999999999999,creg4c,-8,-900.9410993482209,,192.8,-2,8,-9,-14,-8,8,-8,
483,1,0.3599999999999999,creg4a,-15,-884.665920762786,,193.2,-2,8,-9,-14,-15,8,-8,
484,1,0.3599999999999999,creg4a,-6,-896.6827336257215,,193.6,-2,8,-9,-14,-6,8,-8,
485,1,0.3599999999999999,creg3a,-7,-893.1943737041819,,194.0,-2,8,-7,-14,-6,8,-8,
486,1,0.3599999999999999,creg2a,9,-892.1989695478137,,194.4,-2,9,-7,-14,-6,8,-8,
487,1,0.3599999999999999,creg4c,-11,-903.4996298113364,,194.8,-2,9,-7,-14,-6,8,-11,
488,1,0.3599999999999999,creg3a,4,-867.540889549172,,195.2,-2,9,4,-14,-6,8,-11,
489,1,0.3599999999999999,creg3a,6,-863.046641051422,,195.6,-2,9,6,-14,-6,8,-11,
490,1,0.3599999999999999,creg2a,-2,-867.4968974870083,,196.0,-2,-2,6,-14,-6,8,-11,
491,1,0.3599999999999999,creg4c,11,-834.2694538945543,,196.4,-2,-2,6,-14,-6,8,11,
492,1,0.3599999999999999,creg1a,-2,-823.2694538945543,,196.8,-2,-2,6,-14,-6,8,11,
493,1,0.3599999999999999,creg1a,-2,-823.2694538945543,,197.2,-2,-2,6,-14,-6,8,11,
494,1,0.3599999999999999,creg4a,-7,-823.1608479191664,,197.6,-2,-2,6,-14,-7,8,11,
495,1,0.3599999999999999,creg2a,7,-827.6992250314106,,198.0,-2,7,6,-14,-7,8,11,
496,1,0.3599999999999999,creg4b,1,-826.1940225917726,,198.4,-2,7,6,-14,-7,1,11,
497,1,0.3599999999999999,creg1a,-2,-822.6940225917726,,198.8,-2,7,6,-14,-7,1,11,
498,1,0.3599999999999999,creg3c,-7,-826.2171750327651,,199.2,-2,7,6,-7,-7,1,11,
499,1,0.3599999999999999,creg3a,-12,-871.6464530630857,,199.6,-2,7,-12,-7,-7,1,11,
500,1,0.3599999999999999,creg1a,-7,-1174.4944514572983,,200.0,-7,7,-12,-7,-7,1,11,
501,1,0.3599999999999999,creg3c,-9,-1172.9876135533875,,200.4,-7,7,-12,-9,-7,1,11,
502,1,0.3599999999999999,creg2a,11,-1174.0036467188327,,200.8,-7,11,-12,-9,-7,1,11,
503,1,0.3599999999999999,creg4b,-16,-1509.2302364269578,,201.2,-7,11,-12,-9,-7,-16,11,
504,1,0.3599999999999999,creg1a,-9,-2371.268144635017,,201.6,-9,11,-12,-9,-7,-16,11,
505,1,0.3599999999999999,creg3a,-11,-2370.2728306614927,,202.0,-9,11,-11,-9,-7,-16,11,
506,1,0.3599999999999999,creg2a,-9,-2420.192363841153,,202.4,-9,-9,-11,-9,-7,-16,11,
507,1,0.3599999999999999,creg3a,-15,-2412.1740140758857,,202.8,-9,-9,-15,-9,-7,-16,11,
508,1,0.3599999999999999,creg4b,15,-2117.9469312960277,,203.2,-9,-9,-15,-9,-7,15,11,
509,1,0.3599999999999999,creg3a,4,-2072.044530758663,,203.6,-9,-9,4,-9,-7,15,11,
510,1,0.3599999999999999,creg4a,6,-1680.2876938090135,,204.0,-9,-9,4,-9,6,15,11,
511,1,0.3599999999999999,creg4c,-4,-1990.4801468086218,,204.4,-9,-9,4,-9,6,15,-4,
512,1,0.3599999999999999,creg4c,3,-1676.9147977466089,,204.8,-9,-9,4,-9,6,15,3,
513,1,0.3599999999999999,creg3a,-10,-1720.3379624307772,,205.2,-9,-9,-10,-9,6,15,3,
514,1,0.3599999999999999,creg4c,-4,-2026.4021247821897,,205.6,-9,-9,-10,-9,6,15,-4,
515,1,0.3599999999999999,creg3c,2,-2028.4396439690663,,206.0,-9,-9,-10,2,6,15,-4,
516,1,0.3599999999999999,creg4c,10,-1720.696362894812,,206.4,-9,-9,-10,2,6,15,10,
517,1,0.3599999999999999,creg3a,15,-1686.3025412794152,,206.8,-9,-9,15,2,6,15,10,
518,1,0.3599999999999999,creg2a,-4,-1676.3268984294155,,207.2,-9,-4,15,2,6,15,10,
