Index,Step,Point,Load_Mult,Reg Changed,Tap Changed,Reward,Regulator States,Time,creg1a,creg2a,creg3a,creg3c,creg4a,creg4b,creg4c,
251,252,1,0.3599999999999999,creg3c,8,-1974.225968381329,,100.8,-10,-2,-2,8,12,-8,9,
252,253,1,0.3599999999999999,creg3a,12,-1939.2788297697243,,101.2,-10,-2,12,8,12,-8,9,
253,254,1,0.3599999999999999,creg2a,-8,-1935.2518482021776,,101.6,-10,-8,12,8,12,-8,9,
254,255,1,0.3599999999999999,creg4c,-10,-2300.4927518557797,,102.0,-10,-8,12,8,12,-8,-10,
255,256,1,0.3599999999999999,creg4b,-10,-2291.8451897346504,,102.4,-10,-8,12,8,12,-10,-10,
256,257,1,0.3599999999999999,creg1a,-1,-1166.6650315202469,,102.8,-1,-8,12,8,12,-10,-10,
257,258,1,0.3599999999999999,creg1a,11,-2069.9661747194255,,103.2,11,-8,12,8,12,-10,-10,
258,259,1,0.3599999999999999,creg3a,9,-2065.448263431793,,103.6,11,-8,9,8,12,-10,-10,
259,260,1,0.3599999999999999,creg3a,11,-2064.9601629723925,,104.0,11,-8,11,8,12,-10,-10,
260,261,1,0.3599999999999999,creg3c,3,-2066.4428606400134,,104.4,11,-8,11,3,12,-10,-10,
261,262,1,0.3599999999999999,creg3a,9,-2064.9309489398197,,104.8,11,-8,9,3,12,-10,-10,
262,263,1,0.3599999999999999,creg4a,-6,-1680.6187145863332,,105.2,11,-8,9,3,-6,-10,-10,
263,264,1,0.3599999999999999,creg1a,-8,-2459.103365139222,,105.6,-8,-8,9,3,-6,-10,-10,
264,265,1,0.3599999999999999,creg3c,1,-2500.6015655747615,,106.0,-8,-8,9,1,-6,-10,-10,
265,266,1,0.3599999999999999,creg3c,-10,-2505.0626495137008,,106.4,-8,-8,9,-10,-6,-10,-10,
266,267,1,0.3599999999999999,creg4c,-13,-2470.8547081180122,,106.8,-8,-8,9,-10,-6,-10,-13,
267,268,1,0.3599999999999999,creg4b,4,-2117.502863089802,,107.2,-8,-8,9,-10,-6,4,-13,
268,269,1,0.3599999999999999,creg3c,-12,-2111.4965404280592,,107.6,-8,-8,9,-12,-6,4,-13,
269,270,1,0.3599999999999999,creg2a,-6,-2111.5060139431207,,108.0,-8,-6,9,-12,-6,4,-13,
270,271,1,0.3599999999999999,creg4b,5,-2100.5843511411267,,108.4,-8,-6,9,-12,-6,5,-13,
271,272,1,0.3599999999999999,creg3c,10,-2061.6282293653253,,108.8,-8,-6,9,10,-6,5,-13,
272,273,1,0.3599999999999999,creg4c,-2,-2096.904789272353,,109.2,-8,-6,9,10,-6,5,-2,
273,274,1,0.3599999999999999,creg4c,-11,-2065.255127095123,,109.6,-8,-6,9,10,-6,5,-11,
274,275,1,0.3599999999999999,creg4b,-9,-2436.619812655277,,110.0,-8,-6,9,10,-6,-9,-11,
275,276,1,0.3599999999999999,creg4b,6,-2058.334239944011,,110.4,-8,-6,9,10,-6,6,-11,
276,277,1,0.3599999999999999,creg3a,-11,-2110.74385705485,,110.8,-8,-6,-11,10,-6,6,-11,
277,278,1,0.3599999999999999,creg4a,-11,-2152.6957798156254,,111.2,-8,-6,-11,10,-11,6,-11,
278,279,1,0.3599999999999999,creg3c,-14,-2212.1458933985305,,111.6,-8,-6,-11,-14,-11,6,-11,
279,280,1,0.3599999999999999,creg4c,-15,-2151.8940247406285,,112.0,-8,-6,-11,-14,-11,6,-15,
280,281,1,0.3599999999999999,creg3c,16,-2114.9427027667903,,112.4,-8,-6,-11,16,-11,6,-15,
281,282,1,0.3599999999999999,creg4b,-10,-2506.625761124224,,112.8,-8,-6,-11,16,-11,-10,-15,
282,283,1,0.3599999999999999,creg4b,-11,-2498.5465009785726,,113.2,-8,-6,-11,16,-11,-11,-15,
283,284,1,0.3599999999999999,creg3a,2,-2495.1141056948727,,113.6,-8,-6,2,16,-11,-11,-15,
284,285,1,0.3599999999999999,creg2a,15,-2459.2033955812726,,114.0,-8,15,2,16,-11,-11,-15,
285,286,1,0.3599999999999999,creg4b,-11,-2448.7033955812726,,114.4,-8,15,2,16,-11,-11,-15,
286,287,1,0.3599999999999999,creg3c,2,-2455.704845284792,,114.8,-8,15,2,2,-11,-11,-15,
287,288,1,0.3599999999999999,creg2a,7,-2452.67198343832,,115.2,-8,7,2,2,-11,-11,-15,
288,289,1,0.3599999999999999,creg3a,0,-2448.67198343832,,115.6,-8,7,2,2,-11,-11,-15,
289,290,1,0.3599999999999999,creg3a,10,-2412.693364978492,,116.0,-8,7,10,2,-11,-11,-15,
290,291,1,0.3599999999999999,creg4b,-11,-2408.693364978492,,116.4,-8,7,10,2,-11,-11,-15,
291,292,1,0.3599999999999999,creg4a,12,-2002.4292513771436,,116.8,-8,7,10,2,12,-11,-15,
292,293,1,0.3599999999999999,creg3a,-2,-2036.8850667193196,,117.2,-8,7,-2,2,12,-11,-15,
293,294,1,0.3599999999999999,creg4b,-13,-2031.7417542285773,,117.6,-8,7,-2,2,12,-13,-15,
294,295,1,0.3599999999999999,creg3a,-7,-2033.2146028157945,,118.0,-8,7,-7,2,12,-13,-15,
295,296,1,0.3599999999999999,creg3a,12,-2000.2911293627744,,118.4,-8,7,12,2,12,-13,-15,
296,297,1,0.3599999999999999,creg3a,-7,-2040.2146028157945,,118.8,-8,7,-7,2,12,-13,-15,
297,298,1,0.3599999999999999,creg3c,10,-2034.7137477011274,,119.2,-8,7,-7,10,12,-13,-15,
298,299,1,0.3599999999999999,creg4a,-16,-2511.9584488254695,,119.6,-8,7,-7,10,-16,-13,-15,
299,300,1,0.3599999999999999,creg3a,5,-2464.0135598832217,,120.0,-8,7,5,10,-16,-13,-15,
300,301,1,0.3599999999999999,creg2a,15,-2452.045731106337,,120.4,-8,15,5,10,-16,-13,-15,
301,302,1,0.3599999999999999,creg4b,4,-2077.953310109645,,120.8,-8,15,5,10,-16,4,-15,
302,303,1,0.3599999999999999,creg1a,7,-1219.1568271948618,,121.2,7,15,5,10,-16,4,-15,
303,304,1,0.3599999999999999,creg4b,-15,-1169.631271063898,,121.6,7,15,5,10,-16,-15,-15,
304,305,1,0.3599999999999999,creg2a,10,-1162.603544429894,,122.0,7,10,5,10,-16,-15,-15,
305,306,1,0.3599999999999999,creg3a,-14,-1179.5430349069798,,122.4,7,10,-14,10,-16,-15,-15,
306,307,1,0.3599999999999999,creg3a,-10,-1132.0578907493414,,122.8,7,10,-10,10,-16,-15,-15,
307,308,1,0.3599999999999999,creg1a,-12,-2686.3506900208195,,123.2,-12,10,-10,10,-16,-15,-15,
308,309,1,0.3599999999999999,creg1a,9,-1350.8027898534929,,123.6,9,10,-10,10,-16,-15,-15,
309,310,1,0.3599999999999999,creg4b,6,-1662.6354987633274,,124.0,9,10,-10,10,-16,6,-15,
310,311,1,0.3599999999999999,creg3a,-13,-1653.6270160342046,,124.4,9,10,-13,10,-16,6,-15,
311,312,1,0.3599999999999999,creg4a,16,-1711.523087260938,,124.8,9,10,-13,10,16,6,-15,
312,313,1,0.3599999999999999,creg1a,-1,-818.5751708601658,,125.2,-1,10,-13,10,16,6,-15,
313,314,1,0.3599999999999999,creg4a,16,-813.5751708601658,,125.6,-1,10,-13,10,16,6,-15,
314,315,1,0.3599999999999999,creg3a,-8,-816.1039651192384,,126.0,-1,10,-8,10,16,6,-15,
315,316,1,0.3599999999999999,creg3c,0,-813.6039651192384,,126.4,-1,10,-8,10,16,6,-15,
316,317,1,0.3599999999999999,creg4b,-3,-817.3953943459617,,126.8,-1,10,-8,10,16,-3,-15,
317,318,1,0.3599999999999999,creg4a,-5,-531.6179424675379,,127.2,-1,10,-8,10,-5,-3,-15,
318,319,1,0.3599999999999999,creg3a,7,-488.6698352783348,,127.6,-1,10,7,10,-5,-3,-15,
319,320,1,0.3599999999999999,creg4a,-9,-772.7034211021996,,128.0,-1,10,7,10,-9,-3,-15,
320,321,1,0.3599999999999999,creg1a,-12,-2644.059728376098,,128.4,-12,10,7,10,-9,-3,-15,
321,322,1,0.3599999999999999,creg2a,2,-2682.5251504334055,,128.8,-12,2,7,10,-9,-3,-15,
322,323,1,0.3599999999999999,creg3a,4,-2720.0099359235355,,129.2,-12,2,4,10,-9,-3,-15,
323,324,1,0.3599999999999999,creg2a,-11,-2724.9521705426537,,129.6,-12,-11,4,10,-9,-3,-15,
324,325,1,0.3599999999999999,creg4a,-16,-2721.2737510877123,,130.0,-12,-11,4,10,-16,-3,-15,
325,326,1,0.3599999999999999,creg4b,-12,-2721.5460758832764,,130.4,-12,-11,4,10,-16,-12,-15,
326,327,1,0.3599999999999999,creg3c,16,-2720.045468868957,,130.8,-12,-11,4,16,-16,-12,-15,
327,328,1,0.3599999999999999,creg4c,-16,-2716.982441775892,,131.2,-12,-11,4,16,-16,-12,-16,
328,329,1,0.3599999999999999,creg3a,-13,-2725.4002802113823,,131.6,-12,-11,-13,16,-16,-12,-16,
329,330,1,0.3599999999999999,creg3a,16,-2691.519214775975,,132.0,-12,-11,16,16,-16,-12,-16,
330,331,1,0.3599999999999999,creg4a,16,-2306.24723365586,,132.4,-12,-11,16,16,16,-12,-16,
331,332,1,0.3599999999999999,creg4b,3,-2228.9120957236473,,132.8,-12,-11,16,16,16,3,-16,
332,333,1,0.3599999999999999,creg3c,10,-2224.4127033463933,,133.2,-12,-11,16,10,16,3,-16,
333,334,1,0.3599999999999999,creg4c,6,-1923.8496747700938,,133.6,-12,-11,16,10,16,3,6,
334,335,1,0.3599999999999999,creg2a,-12,-1912.8453447501322,,134.0,-12,-12,16,10,16,3,6,
335,336,1,0.3599999999999999,creg2a,-5,-1916.376371194361,,134.4,-12,-5,16,10,16,3,6,
336,337,1,0.3599999999999999,creg1a,-8,-1345.523420511906,,134.8,-8,-5,16,10,16,3,6,
337,338,1,0.3599999999999999,creg2a,10,-1311.0892295086294,,135.2,-8,10,16,10,16,3,6,
338,339,1,0.3599999999999999,creg4c,15,-1328.5869665483897,,135.6,-8,10,16,10,16,3,15,
339,340,1,0.3599999999999999,creg3a,13,-1325.5790886784382,,136.0,-8,10,13,10,16,3,15,
340,341,1,0.3599999999999999,creg2a,-4,-1381.019300140884,,136.4,-8,-4,13,10,16,3,15,
341,342,1,0.3599999999999999,creg3a,-7,-1423.9432104945822,,136.8,-8,-4,-7,10,16,3,15,
342,343,1,0.3599999999999999,creg2a,6,-1378.986324603475,,137.2,-8,6,-7,10,16,3,15,
343,344,1,0.3599999999999999,creg4b,6,-1335.6634235111176,,137.6,-8,6,-7,10,16,6,15,
344,345,1,0.3599999999999999,creg3c,9,-1334.1635261283077,,138.0,-8,6,-7,9,16,6,15,
345,346,1,0.3599999999999999,creg3a,11,-1303.2355344941434,,138.4,-8,6,11,9,16,6,15,
346,347,1,0.3599999999999999,creg4c,-12,-1606.1777298843851,,138.8,-8,6,11,9,16,6,-12,
347,348,1,0.3599999999999999,creg4b,-3,-1986.5165630183117,,139.2,-8,6,11,9,16,-3,-12,
348,349,1,0.3599999999999999,creg3a,6,-1994.5029330479792,,139.6,-8,6,6,9,16,-3,-12,
349,350,1,0.3599999999999999,creg4b,-11,-1995.412848624103,,140.0,-8,6,6,9,16,-11,-12,
350,351,1,0.3599999999999999,creg2a,-14,-2041.3220831322888,,140.4,-8,-14,6,9,16,-11,-12,
351,352,1,0.3599999999999999,creg3c,-16,-2093.7580306540885,,140.8,-8,-14,6,-16,16,-11,-12,
352,353,1,0.3599999999999999,creg1a,1,-1177.2910753225578,,141.2,1,-14,6,-16,16,-11,-12,
353,354,1,0.3599999999999999,creg4b,5,-911.9397907077588,,141.6,1,-14,6,-16,16,5,-12,
354,355,1,0.3599999999999999,creg3c,13,-918.4843378798649,,142.0,1,-14,6,13,16,5,-12,
355,356,1,0.3599999999999999,creg4c,11,-886.7175103983164,,142.4,1,-14,6,13,16,5,11,
356,357,1,0.3599999999999999,creg1a,-1,-865.8411840182192,,142.8,-1,-14,6,13,16,5,11,
357,358,1,0.3599999999999999,creg4c,11,-864.8411840182192,,143.2,-1,-14,6,13,16,5,11,
358,359,1,0.3599999999999999,creg3c,2,-820.3336415303297,,143.6,-1,-14,6,2,16,5,11,
359,360,1,0.3599999999999999,creg2a,-15,-814.8290385530777,,144.0,-1,-15,6,2,16,5,11,
360,361,1,0.3599999999999999,creg3c,9,-818.3283126518427,,144.4,-1,-15,6,9,16,5,11,
361,362,1,0.3599999999999999,creg3a,11,-817.3417104197525,,144.8,-1,-15,11,9,16,5,11,
362,363,1,0.3599999999999999,creg4a,5,-429.2267622904291,,145.2,-1,-15,11,9,5,5,11,
363,364,1,0.3599999999999999,creg3a,-12,-475.14518640341555,,145.6,-1,-15,-12,9,5,5,11,
364,365,1,0.3599999999999999,creg2a,14,-478.2768219238882,,146.0,-1,14,-12,9,5,5,11,
365,366,1,0.3599999999999999,creg4c,5,-106.35810231162704,,146.4,-1,14,-12,9,5,5,5,
366,367,1,0.3599999999999999,creg2a,8,-66.32763481978319,,146.8,-1,8,-12,9,5,5,5,
367,368,1,0.3599999999999999,creg4a,13,-458.03427279532866,,147.2,-1,8,-12,9,13,5,5,
368,369,1,0.3599999999999999,creg4a,-3,-70.92289596484864,,147.6,-1,8,-12,9,-3,5,5,
369,370,1,0.3599999999999999,creg3c,3,-65.92351614807197,,148.0,-1,8,-12,3,-3,5,5,
370,371,1,0.3599999999999999,creg4a,-3,-62.92351614807197,,148.4,-1,8,-12,3,-3,5,5,
371,372,1,0.3599999999999999,creg4b,6,-63.00371727321273,,148.8,-1,8,-12,3,-3,6,5,
372,373,1,0.3599999999999999,creg3c,10,-66.50299682142932,,149.2,-1,8,-12,10,-3,6,5,
373,374,1,0.3599999999999999,creg1a,-1,-63.00299682142932,,149.6,-1,8,-12,10,-3,6,5,
374,375,1,0.3599999999999999,creg4c,-8,-428.8707639568887,,150.0,-1,8,-12,10,-3,6,-8,
375,376,1,0.3599999999999999,creg1a,-8,-2064.851522499009,,150.4,-8,8,-12,10,-3,6,-8,
376,377,1,0.3599999999999999,creg2a,11,-2062.8643777858115,,150.8,-8,11,-12,10,-3,6,-8,
377,378,1,0.3599999999999999,creg1a,3,-468.1631463918029,,151.2,3,11,-12,10,-3,6,-8,
378,379,1,0.3599999999999999,creg4a,15,-863.5377602454042,,151.6,3,11,-12,10,15,6,-8,
379,380,1,0.3599999999999999,creg3c,-4,-811.5269938229872,,152.0,3,11,-12,-4,15,6,-8,
380,381,1,0.3599999999999999,creg4b,5,-804.4258991927637,,152.4,3,11,-12,-4,15,5,-8,
381,382,1,0.3599999999999999,creg2a,-14,-816.8074836124928,,152.8,3,-14,-12,-4,15,5,-8,
382,383,1,0.3599999999999999,creg4c,3,-810.2341743795729,,153.2,3,-14,-12,-4,15,5,3,
383,384,1,0.3599999999999999,creg4a,3,-419.2618006776432,,153.6,3,-14,-12,-4,3,5,3,
384,385,1,0.3599999999999999,creg3c,8,-469.2663987465049,,154.0,3,-14,-12,8,3,5,3,
385,386,1,0.3599999999999999,creg3c,-4,-419.2618006776432,,154.4,3,-14,-12,-4,3,5,3,
386,387,1,0.3599999999999999,creg4a,-3,-415.9416935424108,,154.8,3,-14,-12,-4,-3,5,3,
387,388,1,0.3599999999999999,creg4c,11,-777.6401689460587,,155.2,3,-14,-12,-4,-3,5,11,
388,389,1,0.3599999999999999,creg4c,12,-773.7432556606476,,155.6,3,-14,-12,-4,-3,5,12,
389,390,1,0.3599999999999999,creg4a,7,-1169.3788946030115,,156.0,3,-14,-12,-4,7,5,12,
390,391,1,0.3599999999999999,creg2a,-15,-1164.3742971743914,,156.4,3,-15,-12,-4,7,5,12,
391,392,1,0.3599999999999999,creg4c,3,-808.0716819532058,,156.8,3,-15,-12,-4,7,5,3,
392,393,1,0.3599999999999999,creg4b,0,-803.5716819532058,,157.2,3,-15,-12,-4,7,5,3,
393,394,1,0.3599999999999999,creg4b,-7,-498.7420153471483,,157.6,3,-15,-12,-4,7,-7,3,
394,395,1,0.3599999999999999,creg3c,7,-548.2436061482963,,158.0,3,-15,-12,7,7,-7,3,
395,396,1,0.3599999999999999,creg4a,3,-154.40683463421868,,158.4,3,-15,-12,7,3,-7,3,
396,397,1,0.3599999999999999,creg1a,-11,-2717.999714994254,,158.8,-11,-15,-12,7,3,-7,3,
397,398,1,0.3599999999999999,creg1a,-16,-2772.0525795354674,,159.2,-16,-15,-12,7,3,-7,3,
398,399,1,0.3599999999999999,creg4b,-7,-2769.5525795354674,,159.6,-16,-15,-12,7,3,-7,3,
399,400,1,0.3599999999999999,creg4b,-7,-2769.5525795354674,,160.0,-16,-15,-12,7,3,-7,3,
400,401,1,0.3599999999999999,creg4c,2,-2769.471159479457,,160.4,-16,-15,-12,7,3,-7,2,
401,402,1,0.3599999999999999,creg4b,-7,-2769.471159479457,,160.8,-16,-15,-12,7,3,-7,2,
402,403,1,0.3599999999999999,creg2a,-15,-2769.471159479457,,161.2,-16,-15,-12,7,3,-7,2,
403,404,1,0.3599999999999999,creg4c,-16,-2777.2826513340274,,161.6,-16,-15,-12,7,3,-7,-16,
404,405,1,0.3599999999999999,creg4c,4,-2779.6357659286195,,162.0,-16,-15,-12,7,3,-7,4,
405,406,1,0.3599999999999999,creg4c,0,-2769.6357659286195,,162.4,-16,-15,-12,7,3,-7,4,
406,407,1,0.3599999999999999,creg4a,-9,-2774.3799841693444,,162.8,-16,-15,-12,7,-9,-7,4,
407,408,1,0.3599999999999999,creg4b,-7,-2768.3799841693444,,163.2,-16,-15,-12,7,-9,-7,4,
408,409,1,0.3599999999999999,creg4c,-11,-2774.753379913906,,163.6,-16,-15,-12,7,-9,-7,-11,
409,410,1,0.3599999999999999,creg4a,2,-2773.9427909503447,,164.0,-16,-15,-12,7,2,-7,-11,
410,411,1,0.3599999999999999,creg4a,-12,-2773.970008207934,,164.4,-16,-15,-12,7,-12,-7,-11,
411,412,1,0.3599999999999999,creg1a,9,-963.6424214657873,,164.8,9,-15,-12,7,-12,-7,-11,
412,413,1,0.3599999999999999,creg3a,14,-1004.2542033432069,,165.2,9,-15,14,7,-12,-7,-11,
413,414,1,0.3599999999999999,creg2a,0,-991.2542033432069,,165.6,9,-15,14,7,-12,-7,-11,
414,415,1,0.3599999999999999,creg2a,1,-1009.3237110853187,,166.0,9,1,14,7,-12,-7,-11,
415,416,1,0.3599999999999999,creg3a,-15,-1015.7009415576612,,166.4,9,1,-15,7,-12,-7,-11,
416,417,1,0.3599999999999999,creg1a,-12,-2728.529805111273,,166.8,-12,1,-15,7,-12,-7,-11,
417,418,1,0.3599999999999999,creg4a,-7,-2721.0408865484555,,167.2,-12,1,-15,7,-7,-7,-11,
418,419,1,0.3599999999999999,creg4b,-7,-2718.5408865484555,,167.6,-12,1,-15,7,-7,-7,-11,
419,420,1,0.3599999999999999,creg3a,3,-2727.6296750311676,,168.0,-12,1,3,7,-7,-7,-11,
420,421,1,0.3599999999999999,creg4c,-7,-2720.90610467066,,168.4,-12,1,3,7,-7,-7,-7,
421,422,1,0.3599999999999999,creg4c,12,-2369.816002425192,,168.8,-12,1,3,7,-7,-7,12,
422,423,1,0.3599999999999999,creg4c,-2,-2726.2888617573667,,169.2,-12,1,3,7,-7,-7,-2,
423,424,1,0.3599999999999999,creg4b,-11,-2720.9945611446137,,169.6,-12,1,3,7,-7,-11,-2,
424,425,1,0.3599999999999999,creg4c,-7,-2721.1063819940255,,170.0,-12,1,3,7,-7,-11,-7,
425,426,1,0.3599999999999999,creg2a,-11,-2724.554905363709,,170.4,-12,-11,3,7,-7,-11,-7,
426,427,1,0.3599999999999999,creg3a,16,-2685.097098456619,,170.8,-12,-11,16,7,-7,-11,-7,
427,428,1,0.3599999999999999,creg4b,-7,-2680.8967697826733,,171.2,-12,-11,16,7,-7,-7,-7,
428,429,1,0.3599999999999999,creg2a,-12,-2678.8926305890413,,171.6,-12,-12,16,7,-7,-7,-7,
429,430,1,0.3599999999999999,creg4c,-2,-2681.7756059389067,,172.0,-12,-12,16,7,-7,-7,-2,
430,431,1,0.3599999999999999,creg4b,8,-2377.98989537955,,172.4,-12,-12,16,7,-7,8,-2,
431,432,1,0.3599999999999999,creg4a,-15,-2373.729365411726,,172.8,-12,-12,16,7,-15,8,-2,
432,433,1,0.3599999999999999,creg4c,4,-2273.2259091241813,,173.2,-12,-12,16,7,-15,8,4,
433,434,1,0.3599999999999999,creg4c,8,-2012.4772426331676,,173.6,-12,-12,16,7,-15,8,8,
434,435,1,0.3599999999999999,creg3c,-11,-2069.422710113766,,174.0,-12,-12,16,-11,-15,8,8,
435,436,1,0.3599999999999999,creg3c,-5,-2063.4415636494155,,174.4,-12,-12,16,-5,-15,8,8,
436,437,1,0.3599999999999999,creg2a,12,-2032.5412532808598,,174.8,-12,12,16,-5,-15,8,8,
437,438,1,0.3599999999999999,creg3a,-4,-2070.4636203990112,,175.2,-12,12,-4,-5,-15,8,8,
438,439,1,0.3599999999999999,creg4c,-14,-2429.894811373058,,175.6,-12,12,-4,-5,-15,8,-14,
439,440,1,0.3599999999999999,creg3c,-6,-2418.8917971620745,,176.0,-12,12,-4,-6,-15,8,-14,
440,441,1,0.3599999999999999,creg2a,-14,-2471.778897429798,,176.4,-12,-14,-4,-6,-15,8,-14,
441,442,1,0.3599999999999999,creg2a,13,-2432.3958509054983,,176.8,-12,13,-4,-6,-15,8,-14,
442,443,1,0.3599999999999999,creg4c,-4,-2424.5644734845087,,177.2,-12,13,-4,-6,-15,8,-4,
443,444,1,0.3599999999999999,creg3c,15,-2380.1018830160224,,177.6,-12,13,-4,15,-15,8,-4,
444,445,1,0.3599999999999999,creg4c,-3,-2369.6778536133124,,178.0,-12,13,-4,15,-15,8,-3,
445,446,1,0.3599999999999999,creg4c,-10,-2372.681032991502,,178.4,-12,13,-4,15,-15,8,-10,
446,447,1,0.3599999999999999,creg2a,14,-2369.1850645600657,,178.8,-12,14,-4,15,-15,8,-10,
447,448,1,0.3599999999999999,creg4c,-14,-2370.936211826854,,179.2,-12,14,-4,15,-15,8,-14,
448,449,1,0.3599999999999999,creg3a,11,-2336.504395755201,,179.6,-12,14,11,15,-15,8,-14,
449,450,1,0.3599999999999999,creg3c,-7,-2389.965366385403,,180.0,-12,14,11,-7,-15,8,-14,
450,451,1,0.3599999999999999,creg3c,-14,-2382.4453245096697,,180.4,-12,14,11,-14,-15,8,-14,
451,452,1,0.3599999999999999,creg4c,-14,-2378.9453245096697,,180.8,-12,14,11,-14,-15,8,-14,
452,453,1,0.3599999999999999,creg4b,10,-2380.107051598593,,181.2,-12,14,11,-14,-15,10,-14,
453,454,1,0.3599999999999999,creg2a,4,-2424.0650186327666,,181.6,-12,4,11,-14,-15,10,-14,
454,455,1,0.3599999999999999,creg3c,-6,-2423.087922646987,,182.0,-12,4,11,-6,-15,10,-14,
455,456,1,0.3599999999999999,creg3a,-10,-2469.4893780859693,,182.4,-12,4,-10,-6,-15,10,-14,
456,457,1,0.3599999999999999,creg3a,4,-2466.0615485340963,,182.8,-12,4,4,-6,-15,10,-14,
457,458,1,0.3599999999999999,creg4b,-7,-2776.1148826870403,,183.2,-12,4,4,-6,-15,-7,-14,
458,459,1,0.3599999999999999,creg4b,-11,-2769.301815102728,,183.6,-12,4,4,-6,-15,-11,-14,
459,460,1,0.3599999999999999,creg1a,14,-1674.3044210082287,,184.0,14,4,4,-6,-15,-11,-14,
460,461,1,0.3599999999999999,creg1a,7,-693.9843147468465,,184.4,7,4,4,-6,-15,-11,-14,
461,462,1,0.3599999999999999,creg4b,-5,-693.8966246817565,,184.8,7,4,4,-6,-15,-5,-14,
462,463,1,0.3599999999999999,creg4b,10,-1049.972096136998,,185.2,7,4,4,-6,-15,10,-14,
463,464,1,0.3599999999999999,creg4c,-1,-809.6025967409964,,185.6,7,4,4,-6,-15,10,-1,
464,465,1,0.3599999999999999,creg4c,-4,-804.4282299766161,,186.0,7,4,4,-6,-15,10,-4,
465,466,1,0.3599999999999999,creg3a,-6,-767.8977033590245,,186.4,7,4,-6,-6,-15,10,-4,
466,467,1,0.3599999999999999,creg4c,-5,-762.8435701216006,,186.8,7,4,-6,-6,-15,10,-5,
467,468,1,0.3599999999999999,creg4b,-16,-773.5805829159248,,187.2,7,4,-6,-6,-15,-16,-5,
468,469,1,0.3599999999999999,creg3a,2,-764.6015233980978,,187.6,7,4,2,-6,-15,-16,-5,
469,470,1,0.3599999999999999,creg4c,5,-1126.4115844433559,,188.0,7,4,2,-6,-15,-16,5,
470,471,1,0.3599999999999999,creg4a,-5,-737.0050401815166,,188.4,7,4,2,-6,-5,-16,5,
471,472,1,0.3599999999999999,creg4b,14,-749.6617228860831,,188.8,7,4,2,-6,-5,14,5,
472,473,1,0.3599999999999999,creg4a,-15,-1129.1197332655402,,189.2,7,4,2,-6,-15,14,5,
473,474,1,0.3599999999999999,creg3c,-6,-1124.1197332655402,,189.6,7,4,2,-6,-15,14,5,
474,475,1,0.3599999999999999,creg1a,5,-1084.7519883492782,,190.0,5,4,2,-6,-15,14,5,
475,476,1,0.3599999999999999,creg3a,-10,-1089.7186257495093,,190.4,5,4,-10,-6,-15,14,5,
476,477,1,0.3599999999999999,creg4c,5,-1083.7186257495093,,190.8,5,4,-10,-6,-15,14,5,
477,478,1,0.3599999999999999,creg4a,10,-1098.109874760148,,191.2,5,4,-10,-6,10,14,5,
478,479,1,0.3599999999999999,creg3a,-4,-1088.6265621546577,,191.6,5,4,-4,-6,10,14,5,
479,480,1,0.3599999999999999,creg3a,5,-1120.151960296508,,192.0,5,4,5,-6,10,14,5,
480,481,1,0.3599999999999999,creg4c,-5,-760.1000269848035,,192.4,5,4,5,-6,10,14,-5,
481,482,1,0.3599999999999999,creg2a,4,-755.1000269848035,,192.8,5,4,5,-6,10,14,-5,
482,483,1,0.3599999999999999,creg4b,4,-768.9640206664052,,193.2,5,4,5,-6,10,4,-5,
483,484,1,0.3599999999999999,creg4a,-16,-734.7743335523016,,193.6,5,4,5,-6,-16,4,-5,
484,485,1,0.3599999999999999,creg3c,-16,-776.7602026121381,,194.0,5,4,5,-16,-16,4,-5,
485,486,1,0.3599999999999999,creg1a,16,-2339.2134554714276,,194.4,16,4,5,-16,-16,4,-5,
486,487,1,0.3599999999999999,creg4a,13,-2741.510791750451,,194.8,16,4,5,-16,13,4,-5,
487,488,1,0.3599999999999999,creg3a,0,-2727.010791750451,,195.2,16,4,5,-16,13,4,-5,
488,489,1,0.3599999999999999,creg3a,-8,-2693.4393038696157,,195.6,16,4,-8,-16,13,4,-5,
489,490,1,0.3599999999999999,creg4b,7,-2688.8077723721744,,196.0,16,4,-8,-16,13,7,-5,
490,491,1,0.3599999999999999,creg4b,12,-2690.4727314755037,,196.4,16,4,-8,-16,13,12,-5,
491,492,1,0.3599999999999999,creg2a,14,-2693.0367601828284,,196.8,16,14,-8,-16,13,12,-5,
492,493,1,0.3599999999999999,creg4b,7,-2689.870846193908,,197.2,16,14,-8,-16,13,7,-5,
493,494,1,0.3599999999999999,creg4c,5,-2693.272889905726,,197.6,16,14,-8,-16,13,7,5,
494,495,1,0.3599999999999999,creg2a,5,-2692.7174408984865,,198.0,16,5,-8,-16,13,7,5,
495,496,1,0.3599999999999999,creg4a,9,-2689.5589710935765,,198.4,16,5,-8,-16,9,7,5,
496,497,1,0.3599999999999999,creg4b,-9,-2383.904047792458,,198.8,16,5,-8,-16,9,-9,5,
497,498,1,0.3599999999999999,creg4c,-2,-2388.6822597002315,,199.2,16,5,-8,-16,9,-9,-2,
498,499,1,0.3599999999999999,creg2a,12,-2388.7232707247385,,199.6,16,12,-8,-16,9,-9,-2,
499,500,1,0.3599999999999999,creg4a,15,-2389.272427872444,,200.0,16,12,-8,-16,15,-9,-2,
500,501,1,0.3599999999999999,creg4b,-13,-2377.9915301988976,,200.4,16,12,-8,-16,15,-13,-2,
